,Company,TypeName,Inches,Ram,Weight,Price,IPS Panel,Display,TouchScreen,First_Res,Second_Res,Processor,Speed,SSD,HDD,Hybrid,Flash_Storage,Graphics_Card,OS,Resolution
521,HP,Ultrabook,13.3,8,1.32,74538.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
522,Dell,Notebook,14.0,8,1.64,68184.0144,No,Full HD Display,No,1920,1080,Intel Core i5,2.6,256,0,0,0,Intel,Windows,1920x1080
523,HP,Notebook,15.6,4,1.63,36709.92,No,HD Display,No,1366,768,Intel Core i3,2.0,128,0,0,0,Intel,Windows,1366x768
524,Dell,Notebook,17.3,8,2.8,47365.92,Yes,Full HD Display,No,1920,1080,Intel Core i5,1.6,128,1024,0,0,AMD,Other OS,1920x1080
525,Lenovo,Notebook,14.0,8,2.02,71395.2,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,256,0,0,0,Intel,Windows,1920x1080
526,Lenovo,Notebook,15.6,4,2.2,42570.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,Nvidia,Windows,1920x1080
527,Lenovo,Notebook,15.6,8,2.2,24455.52,No,HD Display,No,1366,768,Intel Core i3,2.0,0,2048,0,0,Nvidia,Other OS,1366x768
528,Dell,Notebook,15.6,4,2.3,31168.8,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,500,0,0,AMD,Windows,1920x1080
529,Dell,Notebook,15.6,8,1.9,73366.56,No,Full HD Display,No,1920,1080,Intel Core i5,2.8,256,0,0,0,Intel,Windows,1920x1080
530,Dell,Gaming,17.3,16,4.42,160520.3856,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
531,Toshiba,Notebook,15.6,8,2.0,45820.8,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,500,0,0,Intel,Windows,1920x1080
532,Asus,Notebook,15.6,8,2.0,69210.72,Yes,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.7,256,1024,0,0,Nvidia,Windows,3840x2160
533,Mediacom,Notebook,13.3,4,1.2,19660.32,Yes,Full HD Display,No,1920,1080,Other Intel Processor,1.1,32,0,0,0,Intel,Windows,1920x1080
534,Asus,Gaming,15.6,8,2.3,87858.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,Nvidia,Windows,1920x1080
535,Dell,Notebook,15.6,8,1.93,72940.31999999999,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
536,Dell,Notebook,15.6,8,2.2,42486.0048,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,AMD,Windows,1920x1080
537,HP,Notebook,15.6,4,1.86,21258.1872,No,Full HD Display,No,1920,1080,Other Intel Processor,1.6,256,0,0,0,Intel,Windows,1920x1080
538,HP,Gaming,17.3,12,2.62,95850.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,1920x1080
539,Lenovo,Notebook,14.0,8,1.87,45767.52,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Nvidia,Windows,1920x1080
540,Dell,Ultrabook,13.3,8,1.2,74538.72,No,Quad HD+ Display,Yes,3200,1800,Intel Core i7,1.8,256,0,0,0,Intel,Windows,3200x1800
541,Dell,Notebook,14.0,4,1.6,39207.1536,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,128,0,0,0,Intel,Windows,1920x1080
542,HP,Ultrabook,13.3,8,1.34,61005.6,Yes,Quad HD+ Display,No,3200,1800,Intel Core i7,2.7,256,0,0,0,Intel,Windows,3200x1800
543,Acer,Gaming,15.6,8,2.4,42517.44,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Nvidia,Other OS,1920x1080
544,Asus,Notebook,15.6,4,2.0,18594.72,No,HD Display,No,1366,768,AMD Processor,1.8,0,500,0,0,AMD,Windows,1366x768
545,HP,Notebook,15.6,4,2.1,37589.04,No,Full HD Display,No,1920,1080,Intel Core i3,2.4,128,0,0,0,Intel,Windows,1920x1080
546,Lenovo,Notebook,14.0,4,1.87,41824.8,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,500,0,0,Intel,Windows,1920x1080
547,Lenovo,Notebook,15.6,4,2.15,24634.008,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,0,1024,0,0,Intel,Other OS,1920x1080
548,HP,Notebook,15.6,4,1.86,21152.16,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,500,0,0,Intel,Windows,1920x1080
549,Lenovo,Notebook,15.6,8,1.99,92121.12,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
550,Lenovo,Notebook,15.6,4,2.2,26586.72,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,128,0,0,0,Intel,Windows,1920x1080
551,Dell,Notebook,15.6,8,1.9,59513.2272,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
552,Dell,Gaming,17.3,16,4.42,143802.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
553,HP,Notebook,17.3,8,2.65,28992.312,No,HD Display,No,1600,900,Intel Core i3,2.0,0,1024,0,0,Intel,Windows,1600x900
554,HP,Notebook,17.3,8,2.63,68198.4,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,Nvidia,Windows,1920x1080
555,Asus,Notebook,15.6,4,2.0,11934.72,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,500,0,0,Intel,Other OS,1366x768
556,Mediacom,Notebook,13.3,4,1.35,13586.4,Yes,Full HD Display,No,1920,1080,Other Intel Processor,1.44,0,0,0,32,Intel,Windows,1920x1080
557,Lenovo,Notebook,17.3,6,2.8,50562.72,No,HD Display,No,1600,900,Intel Core i7,2.7,128,1024,0,0,Nvidia,Windows,1600x900
558,HP,Notebook,15.6,6,1.91,30310.992,Yes,Full HD Display,No,1920,1080,AMD Processor,2.5,128,0,0,0,AMD,Windows,1920x1080
559,Dell,Notebook,15.6,4,2.18,32921.712,No,HD Display,No,1366,768,Intel Core i3,2.0,0,1024,0,0,AMD,Windows,1366x768
560,Acer,2 in 1 Convertible,11.6,4,1.25,18594.72,Yes,Full HD Display,Yes,1920,1080,Other Intel Processor,2.0,0,0,0,32,Intel,Windows,1920x1080
561,Lenovo,Notebook,15.6,4,2.05,33566.4,No,Full HD Display,No,1920,1080,Intel Core i3,2.7,128,0,0,0,Intel,Windows,1920x1080
562,HP,Ultrabook,13.3,16,1.16,104695.2,Yes,Quad HD+ Display,Yes,3200,1800,Other Intel Processor,1.2,512,0,0,0,Intel,Windows,3200x1800
563,Lenovo,Notebook,17.3,8,3.4,159786.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
564,Asus,Notebook,15.6,8,2.5,44701.92,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,Nvidia,Windows,1920x1080
565,Dell,Ultrabook,13.3,8,1.21,85194.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i5,1.6,128,0,0,0,Intel,Windows,3840x2160
566,Dell,Notebook,15.6,4,1.93,51095.52,No,HD Display,No,1366,768,Intel Core i5,2.6,0,500,0,0,Intel,Windows,1366x768
567,Fujitsu,Notebook,15.6,8,2.2,39373.92,No,HD Display,No,1366,768,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1366x768
568,Lenovo,Notebook,15.6,4,2.2,18328.32,No,Full HD Display,No,1920,1080,Other Intel Processor,1.1,0,500,0,0,Intel,Windows,1920x1080
569,Lenovo,Notebook,14.0,4,2.02,52747.2,No,HD Display,No,1366,768,Intel Core i5,2.5,0,500,0,0,Intel,Windows,1366x768
570,HP,Workstation,17.3,8,3.14,99153.5472,No,HD Display,No,1600,900,Intel Core i5,2.8,0,500,0,0,Nvidia,Windows,1600x900
571,HP,Notebook,14.0,8,1.94,20725.92,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,2048,0,0,Intel,Windows,1366x768
572,HP,Notebook,15.6,6,1.95,34578.72,Yes,Full HD Display,No,1920,1080,AMD Processor,3.0,256,0,0,0,AMD,Windows,1920x1080
573,Lenovo,Notebook,15.6,8,2.3,44222.4,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
574,Lenovo,Notebook,15.6,4,2.05,36496.8,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,500,0,0,Intel,Windows,1920x1080
575,Mediacom,Notebook,14.0,4,1.4,13266.72,No,Full HD Display,No,1920,1080,Other Intel Processor,1.44,32,0,0,0,Intel,Windows,1920x1080
576,Toshiba,Ultrabook,14.0,16,1.24,99367.2,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
577,Lenovo,Gaming,17.3,32,4.6,141884.63999999998,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,1024,0,0,Nvidia,Windows,1920x1080
578,MSI,Gaming,17.3,16,4.14,145401.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,512,1024,0,0,Nvidia,Windows,1920x1080
579,Dell,Notebook,15.6,8,2.2,39907.2528,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,AMD,Other OS,1920x1080
580,Mediacom,Notebook,14.0,4,1.45,20725.92,Yes,Full HD Display,No,1920,1080,Other Intel Processor,1.1,32,0,0,0,Intel,Windows,1920x1080
581,Dell,Notebook,15.6,8,1.9,53733.94559999999,No,HD Display,No,1366,768,Intel Core i5,2.6,0,500,0,0,Intel,Windows,1366x768
582,HP,Notebook,13.3,4,1.49,38308.32,No,Full HD Display,No,1920,1080,Intel Core i3,2.4,128,0,0,0,Intel,Windows,1920x1080
583,Dell,Notebook,15.6,16,1.93,81912.13919999999,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
584,Dell,Netbook,11.6,4,1.26,15717.6,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,16,Intel,Other OS,1366x768
585,MSI,Gaming,17.3,16,4.5,125154.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,128,1024,0,0,Nvidia,Windows,1920x1080
586,HP,Gaming,17.3,16,3.78,79813.44,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
587,Lenovo,Ultrabook,14.0,12,1.4,89137.44,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.6,256,0,0,0,Intel,Windows,1920x1080
588,Lenovo,Notebook,15.6,12,2.2,32447.52,No,HD Display,Yes,1366,768,Intel Core i7,1.8,0,1024,0,0,Intel,Windows,1366x768
589,Asus,Gaming,17.3,8,2.73,94305.6,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,Nvidia,Windows,1920x1080
590,Asus,2 in 1 Convertible,15.6,8,2.2,39373.92,No,HD Display,Yes,1366,768,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1366x768
591,Lenovo,Notebook,15.6,12,2.2,50562.72,No,Full HD Display,No,1920,1080,AMD Processor,3.6,512,0,0,0,AMD,Windows,1920x1080
592,Dell,2 in 1 Convertible,11.6,4,1.39,32127.84,No,HD Display,Yes,1366,768,Other Intel Processor,1.0,128,0,0,0,Intel,Windows,1366x768
593,Samsung,Notebook,15.6,16,2.5,90522.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
594,Lenovo,Notebook,17.3,4,2.8,28185.12,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,500,0,0,Intel,Other OS,1920x1080
595,Lenovo,Notebook,15.6,8,2.29,24455.52,No,HD Display,No,1366,768,Intel Core i3,2.3,0,1024,0,0,Intel,Windows,1366x768
596,Lenovo,2 in 1 Convertible,13.3,8,1.37,107892.0,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
597,Lenovo,Notebook,14.0,8,1.7,78534.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
598,Dell,2 in 1 Convertible,12.5,8,1.34,88977.59999999999,No,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
599,Dell,Workstation,15.6,8,2.06,93932.64,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
600,HP,Notebook,15.6,8,1.84,64948.32,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
601,HP,Notebook,15.6,4,2.1,35616.6144,No,HD Display,No,1366,768,Intel Core i3,2.4,0,500,0,0,Intel,Windows,1366x768
602,Acer,Notebook,14.0,4,1.6,17529.12,No,Full HD Display,No,1920,1080,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1920x1080
603,MSI,Gaming,17.3,16,4.14,117162.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,128,1024,0,0,Nvidia,Windows,1920x1080
604,Dell,Notebook,15.6,4,2.18,24775.2,No,HD Display,No,1366,768,Intel Core i3,2.0,0,1024,0,0,AMD,Other OS,1366x768
605,MSI,Gaming,15.6,16,1.8,122490.72,No,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.8,256,2048,0,0,Nvidia,Windows,3840x2160
606,Toshiba,Notebook,15.6,8,2.2,74538.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.5,256,0,0,0,Intel,Windows,1920x1080
607,Lenovo,Notebook,15.6,6,2.4,30049.92,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1920x1080
608,Lenovo,2 in 1 Convertible,15.6,8,2.0,69210.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.8,256,0,0,0,Intel,Windows,1920x1080
609,Acer,Notebook,14.0,4,1.6,18594.72,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,128,Intel,Windows,1366x768
610,Lenovo,Notebook,15.6,32,2.5,261018.72,Yes,4K Ultra HD Display,No,3840,2160,Other Intel Processor,3.1,1024,0,0,0,Nvidia,Windows,3840x2160
611,Dell,Gaming,15.6,16,2.59,46833.6528,No,Full HD Display,No,1920,1080,Intel Core i7,2.6,0,1024,0,0,Nvidia,Windows,1920x1080
612,Dell,Notebook,15.6,4,2.18,23650.992,No,HD Display,No,1366,768,Intel Core i3,2.0,0,1024,0,0,Intel,Other OS,1366x768
613,Dell,Notebook,15.6,4,2.25,19127.52,No,HD Display,No,1366,768,Intel Core i3,2.0,0,1024,0,0,Intel,Other OS,1366x768
614,Dell,Notebook,15.6,4,1.93,46300.32,No,HD Display,No,1366,768,Intel Core i5,2.6,0,500,0,0,Intel,Other OS,1366x768
615,Asus,Gaming,17.3,8,3.0,62231.04,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
616,Dell,Notebook,15.6,4,2.18,30316.32,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,0,0,0,AMD,Other OS,1920x1080
617,HP,Ultrabook,15.6,8,1.84,74005.92,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
618,MSI,Gaming,15.6,16,2.94,120831.5808,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
619,Acer,2 in 1 Convertible,11.6,4,1.25,20193.12,Yes,HD Display,Yes,1366,768,Other Intel Processor,1.6,0,0,0,32,Intel,Other OS,1366x768
620,HP,Notebook,14.0,8,2.31,59886.72,No,HD Display,No,1366,768,Intel Core i5,2.6,256,0,0,0,Intel,Windows,1366x768
621,Lenovo,Notebook,14.0,8,1.65,78055.2,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,256,0,0,0,Intel,Windows,1920x1080
622,Dell,Notebook,15.6,4,2.2,41345.28,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,0,1024,0,0,AMD,Windows,1920x1080
623,Fujitsu,Notebook,15.6,8,2.2,42570.72,No,HD Display,No,1366,768,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1366x768
624,HP,Notebook,15.6,4,1.88,49656.96,No,HD Display,No,1366,768,Intel Core i5,2.3,0,500,0,0,Intel,Windows,1366x768
625,Lenovo,Notebook,15.6,8,2.2,47898.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,Nvidia,Windows,1920x1080
626,Mediacom,Notebook,14.0,2,1.4,12733.92,No,Full HD Display,No,1920,1080,Other Intel Processor,1.44,0,0,0,32,Intel,Windows,1920x1080
627,Lenovo,Notebook,15.6,4,2.2,24935.04,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,0,0,0,Intel,Other OS,1920x1080
628,Asus,2 in 1 Convertible,13.3,6,1.5,34046.4528,No,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1920x1080
629,Dell,Notebook,15.6,8,2.0,96969.6,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
630,Asus,Ultrabook,14.0,16,1.1,101232.0,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
631,Dell,Gaming,15.6,16,2.62,78801.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
632,Lenovo,Notebook,15.6,4,1.8,44169.12,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
633,Lenovo,Notebook,15.6,4,2.2,30849.12,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,1024,0,0,Nvidia,Windows,1920x1080
634,Asus,Notebook,15.6,8,2.0,21258.72,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,1024,0,0,Intel,Windows,1366x768
635,Asus,Notebook,15.6,8,1.99,48304.7136,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Nvidia,Windows,1920x1080
636,Dell,Ultrabook,13.3,8,1.23,99580.32,No,Quad HD+ Display,Yes,3200,1800,Intel Core i5,1.6,256,0,0,0,Intel,Windows,3200x1800
637,Lenovo,Notebook,14.0,2,1.42,13266.72,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,32,Intel,Windows,1366x768
638,Lenovo,2 in 1 Convertible,13.3,8,1.37,93635.3376,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
639,Dell,Notebook,15.6,16,2.06,127818.72,No,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,3840x2160
640,Lenovo,Gaming,15.6,8,2.5,59087.52,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
641,HP,Notebook,17.0,8,2.6,27753.552,No,HD Display,No,1600,900,AMD Processor,3.0,0,1024,0,0,AMD,Windows,1600x900
642,Lenovo,Ultrabook,14.0,16,1.14,130536.0,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
643,Asus,Gaming,15.6,8,2.5,62284.32,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Other OS,1920x1080
644,Acer,Notebook,15.6,4,2.4,23976.0,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Intel,Windows,1366x768
645,Lenovo,Notebook,14.0,4,1.43,14598.72,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,32,Intel,Windows,1366x768
646,Acer,Ultrabook,14.0,8,1.8,48964.32,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
647,Razer,Gaming,14.0,16,1.95,138474.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
648,Toshiba,Notebook,13.3,8,1.2,64628.64,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,256,0,0,0,Intel,Windows,1920x1080
649,Lenovo,Ultrabook,12.5,8,1.36,84395.52,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
650,Asus,Gaming,17.3,32,3.8,149130.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Nvidia,Windows,1920x1080
651,Acer,Gaming,15.6,8,2.4,37775.52,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Nvidia,Other OS,1920x1080
652,Dell,Ultrabook,13.3,8,1.2,77250.672,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
653,MSI,Gaming,15.6,8,2.2,63499.10399999999,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
654,HP,Notebook,15.6,4,1.86,19441.872,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Intel,Other OS,1366x768
655,Toshiba,Notebook,15.6,8,2.0,56689.92,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,500,0,0,Intel,Windows,1920x1080
656,Dell,Notebook,15.6,8,2.2,48964.32,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,0,0,0,AMD,Windows,1920x1080
657,Dell,Notebook,15.6,16,2.2,60472.8,No,Full HD Display,No,1920,1080,Intel Core i7,1.8,256,2048,0,0,AMD,Windows,1920x1080
658,Lenovo,Gaming,15.6,8,3.31,63722.88,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.6,128,1024,0,0,Nvidia,Windows,1920x1080
659,Dell,Gaming,17.3,32,4.42,167691.8736,Yes,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.8,512,1024,0,0,Nvidia,Windows,3840x2160
660,Dell,Notebook,14.0,8,1.56,65481.12,No,Full HD Display,No,1920,1080,Intel Core i5,2.4,256,0,0,0,Intel,Windows,1920x1080
661,Lenovo,Notebook,15.6,4,2.2,22324.32,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,500,0,0,Intel,Windows,1366x768
662,Lenovo,Notebook,15.6,4,2.2,28504.8,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,0,500,0,0,Intel,Windows,1920x1080
663,HP,Notebook,15.6,6,2.04,28717.92,No,HD Display,No,1920,1080,Intel Core i3,2.0,0,1024,0,0,AMD,Windows,1920x1080
664,MSI,Gaming,17.3,8,2.7,79215.1056,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
665,Toshiba,Notebook,15.6,4,2.1,26533.44,No,HD Display,No,1366,768,Intel Core i3,2.1,128,0,0,0,Intel,Windows,1366x768
666,Dell,Notebook,15.6,8,2.06,50882.4,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1920x1080
667,HP,Notebook,15.6,8,2.1,39693.6,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,AMD,Windows,1920x1080
668,Toshiba,Notebook,15.6,8,2.0,67026.23999999999,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
669,Acer,Notebook,15.6,4,2.1,21951.36,No,HD Display,No,1366,768,Intel Core i3,2.0,128,0,0,0,Intel,Other OS,1366x768
670,Microsoft,Ultrabook,13.5,8,1.252,99519.048,No,HD Display,Yes,2256,1504,Intel Core i7,2.8,256,0,0,0,Intel,Windows,2256x1504
671,Lenovo,Notebook,15.6,8,1.9,43580.376,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,AMD,Windows,1920x1080
672,Lenovo,2 in 1 Convertible,13.3,8,1.3,55091.52,Yes,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
673,Lenovo,Notebook,15.6,4,2.2,18594.72,No,HD Display,No,1366,768,AMD Processor,2.2,128,0,0,0,AMD,Windows,1366x768
674,HP,2 in 1 Convertible,14.0,4,1.63,37242.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i3,2.4,128,0,0,0,Nvidia,Windows,1920x1080
675,MSI,Gaming,15.6,16,2.4,68944.31999999999,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
676,Asus,Ultrabook,14.0,8,1.1,60472.8,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
677,HP,2 in 1 Convertible,11.6,8,1.4,26373.6,No,HD Display,Yes,1366,768,Other Intel Processor,1.1,0,0,0,64,Intel,Other OS,1366x768
678,LG,Ultrabook,15.6,8,1.09,122490.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,1.8,512,0,0,0,Intel,Windows,1920x1080
679,Acer,Gaming,15.6,16,2.5,69210.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
680,MSI,Gaming,15.6,8,2.2,53168.112,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
681,Asus,Notebook,15.6,4,1.86,22324.32,No,HD Display,No,1366,768,Other Intel Processor,1.1,128,0,0,0,Intel,Windows,1366x768
682,Dell,Gaming,15.6,16,3.21,109277.28,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,Nvidia,Windows,1920x1080
683,HP,Notebook,17.3,4,2.5,37242.72,Yes,Full HD Display,No,1920,1080,Intel Core i3,2.0,256,0,0,0,AMD,Windows,1920x1080
684,Lenovo,2 in 1 Convertible,13.3,8,1.19,79866.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,1.8,512,0,0,0,Intel,Windows,1920x1080
685,Dell,Gaming,15.6,16,3.49,149916.6,No,Full HD Display,No,1920,1080,Intel Core i7,2.9,256,1024,0,0,Nvidia,Windows,1920x1080
686,HP,Notebook,15.6,4,1.86,32639.8608,No,HD Display,No,1366,768,Intel Core i5,2.5,0,500,0,0,AMD,Windows,1366x768
687,Dell,Notebook,15.6,4,2.2,29073.297599999994,No,HD Display,No,1366,768,Intel Core i3,2.0,0,1024,0,0,AMD,Windows,1366x768
688,HP,Notebook,17.3,6,2.65,30316.32,Yes,Full HD Display,No,1920,1080,AMD Processor,2.4,0,2048,0,0,AMD,Windows,1920x1080
689,Lenovo,Notebook,15.6,4,2.1,16943.04,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,500,0,0,Intel,Windows,1366x768
690,Acer,Notebook,14.0,4,1.45,19980.0,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,32,Intel,Other OS,1366x768
691,Lenovo,Notebook,14.0,4,1.7,37242.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
692,HP,Workstation,17.3,8,3.14,101657.7072,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,500,0,0,Nvidia,Windows,1920x1080
693,Lenovo,2 in 1 Convertible,14.0,8,1.42,137995.19999999998,No,HD Display,Yes,2560,1440,Intel Core i7,2.7,256,0,0,0,Intel,Windows,2560x1440
694,Toshiba,Notebook,13.3,8,1.5,51841.44,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
